date,sleep_quality,light,moderate,heavy,rest
2023-12-12,65,250,15,14,676
2023-12-13,70,149,10,0,831
2023-12-14,74,240,0,0,694
2023-12-15,79,199,75,54,621
2023-12-16,58,285,79,119,641
2023-12-18,79,166,0,0,799
2023-12-19,74,242,1,9,726
2023-12-20,78,257,27,34,635
2023-12-21,73,172,7,2,872
2023-12-23,84,234,20,52,409
2023-12-24,86,181,49,129,441
2023-12-25,87,87,23,58,657
2023-12-26,85,216,51,71,337
2023-12-28,74,221,44,81,678
2023-12-29,88,185,48,79,414
2023-12-30,82,198,55,99,459
2023-12-31,81,159,58,136,389
2024-01-01,71,161,42,74,503
2024-01-02,80,315,45,62,522
2024-01-03,67,169,41,77,789
2024-01-04,73,268,23,29,576
2024-01-05,59,219,0,0,895
2024-01-06,90,230,58,60,437
2024-01-07,51,196,36,24,1002
2024-01-08,79,227,41,32,778
2024-01-09,75,195,0,0,847
2024-01-10,74,231,15,40,750
2024-01-11,77,193,21,2,759
2024-01-12,78,208,23,34,812
2024-01-13,81,253,54,81,328
2024-01-14,80,214,134,100,325
2024-01-15,75,238,23,38,705
2024-01-16,70,321,63,32,680
2024-01-17,73,224,0,0,878
2024-01-18,81,334,58,28,543
2024-01-19,73,235,6,23,817
2024-01-21,85,258,95,77,396
2024-01-22,63,233,65,47,755
2024-01-23,79,240,35,45,688
2024-01-24,80,233,43,8,686
2024-01-25,71,293,89,63,706
2024-01-26,67,297,27,9,672
2024-01-27,45,249,69,70,519
2024-01-28,72,170,44,106,599
2024-01-29,69,239,12,15,760
2024-01-30,85,473,7,18,294
2024-02-01,71,201,4,29,786
2024-02-03,84,270,72,91,441
2024-02-05,70,361,38,34,584
2024-02-06,71,230,28,9,785
2024-02-07,81,299,58,18,668
2024-02-08,80,375,70,47,483
2024-02-09,70,231,4,15,821
2024-02-10,57,244,61,58,389
2024-02-10,77,244,61,58,389
2024-02-11,52,279,59,78,524
2024-02-12,81,357,51,62,521
2024-02-13,76,410,106,15,501
2024-02-14,78,299,45,15,622
2024-02-15,74,317,67,28,606
2024-02-16,78,362,73,54,510
2024-02-17,77,290,69,76,453
2024-02-18,85,260,72,72,378
2024-02-19,77,310,99,70,544
2024-02-20,73,321,64,44,587
2024-02-21,76,271,108,95,584
2024-02-22,77,328,74,34,568
2024-02-23,78,279,69,24,605
2024-02-24,68,313,71,54,518
2024-02-25,75,213,65,106,572
2024-02-26,78,356,90,59,484
2024-02-27,70,265,21,34,691
2024-02-28,77,351,25,17,645
2024-02-29,80,407,83,60,392
2024-03-01,75,393,39,6,592
2024-03-02,83,329,65,63,294
2024-03-03,80,218,41,75,383
2024-03-04,79,58,0,0,1010
2024-04-07,72,138,86,102,422
2024-04-08,71,267,56,93,573
2024-04-10,65,202,17,36,762
2024-04-11,64,399,70,26,588
2024-04-12,66,353,0,0,717
2024-04-13,90,380,53,17,399
2024-04-14,55,227,60,76,240
2024-04-14,78,227,60,76,240
2024-04-15,73,376,26,26,541
2024-04-16,64,295,44,40,778
2024-04-17,72,169,9,6,866
2024-04-18,84,193,22,47,673
2024-04-19,73,204,18,1,862
2024-04-20,76,335,65,143,395
2024-04-22,65,373,52,34,708
2024-04-23,76,319,91,66,578
2024-04-24,73,324,50,18,686
2024-04-25,85,240,71,132,328
2024-04-26,72,275,92,134,495
2024-04-27,77,290,101,163,397
2024-04-28,58,262,85,74,594
2024-05-01,73,185,86,58,562
2024-05-03,76,360,33,47,568
2024-05-04,78,266,103,104,479
2024-05-05,77,209,115,117,516
2024-05-06,72,400,82,82,540
2024-05-07,73,318,41,47,689
2024-05-08,82,269,70,64,613
2024-05-09,74,385,100,51,507
2024-05-10,73,297,76,28,656
2024-05-11,65,264,68,94,711
2024-05-13,62,395,106,69,544
2024-05-14,66,452,32,33,585
2024-05-15,71,305,45,14,767
2024-05-16,71,276,122,88,601
2024-05-17,65,302,63,37,746
2024-05-23,73,371,72,18,590
2024-05-24,58,346,51,23,763
2024-05-26,61,340,103,109,680
2024-05-27,74,332,32,3,723
2024-05-28,60,319,55,33,635
2024-05-29,71,333,17,29,735
2024-05-30,71,306,145,112,495
2024-06-01,88,235,81,90,464
2024-06-03,71,318,140,69,609
2024-06-04,78,350,59,40,560
2024-06-06,64,298,87,42,655
2024-06-08,82,218,57,125,401
2024-06-11,68,384,46,53,594
2024-06-12,72,337,46,47,611
2024-06-14,75,302,21,14,693
2024-06-17,74,433,66,20,595
2024-06-18,69,364,87,50,605
2024-06-19,63,408,12,13,667
2024-06-20,74,351,75,12,595
2024-06-23,79,290,79,130,424
2024-06-24,69,266,75,35,747
2024-06-25,73,387,45,25,583
2024-06-26,75,272,52,42,681
2024-06-27,68,242,57,24,769
2024-06-28,73,314,31,10,659
2024-07-01,64,318,54,49,706
2024-07-02,74,242,29,24,785
2024-07-03,70,277,6,11,880
2024-07-04,76,226,80,34,643
2024-07-05,66,372,40,49,665
2024-07-08,73,352,53,45,617
2024-07-09,62,198,13,4,826
2024-07-10,73,265,35,54,638
2024-07-11,77,177,75,58,716
2024-07-12,72,290,0,0,725
2024-07-14,53,189,46,39,957
2024-07-15,74,261,83,60,648
2024-07-16,61,227,32,28,944
2024-07-17,78,254,66,49,635
2024-07-18,69,324,108,43,600
2024-07-21,77,233,78,103,471
2024-07-22,67,312,35,20,696
2024-07-23,67,378,45,82,560
2024-07-24,81,318,61,79,544
2024-07-26,66,282,19,9,789
2024-07-29,65,363,29,20,603
2024-07-30,61,223,36,36,774
2024-07-31,61,353,51,47,765
2024-08-02,65,235,86,71,860
2024-08-05,79,277,39,13,778
2024-08-06,75,314,39,42,600
2024-08-07,71,227,23,3,765
2024-08-08,79,304,97,72,487
2024-08-09,70,266,53,73,758
2024-08-12,74,271,134,104,476
2024-08-14,71,464,77,66,352
2024-08-15,68,281,71,25,690
2024-08-16,77,358,57,8,487
2024-08-17,67,255,57,69,688
2024-08-18,87,177,46,50,455
2024-08-19,78,232,47,84,571
2024-08-20,76,156,142,100,555
2024-08-21,62,242,101,62,584
2024-08-22,87,265,111,113,405
2024-08-23,66,253,58,68,761
2024-08-24,75,299,32,38,442
2024-08-25,72,348,45,61,538
2024-08-26,73,344,94,23,592
2024-08-27,75,290,113,59,543
2024-08-29,74,257,30,34,678
2024-08-31,75,362,68,51,432
2024-09-01,68,288,93,133,359
2024-09-02,75,250,61,20,689
2024-09-03,75,138,35,0,835
2024-09-04,77,205,54,79,714
