date,sleep_quality,light,moderate,heavy,rest
2022-12-12,81,210,53,41,707
2022-12-13,79,234,23,18,723
2022-12-14,72,168,0,0,909
2022-12-15,77,179,0,0,837
2022-12-20,71,294,32,21,681
2022-12-21,71,247,0,0,683
2022-12-22,59,306,36,34,820
2022-12-23,68,334,21,10,668
2022-12-24,78,329,65,97,279
2022-12-25,79,172,70,104,543
2022-12-26,78,179,46,146,378
2022-12-28,81,273,57,102,416
2022-12-29,79,319,59,33,499
2022-12-30,71,248,0,0,716
2022-12-31,83,324,37,105,366
2023-01-01,70,203,63,106,706
2023-01-02,76,274,55,118,563
2023-01-03,81,245,30,65,534
2023-01-04,74,163,4,17,867
2023-01-05,71,177,21,0,777
2023-01-09,78,280,2,9,687
2023-01-10,71,242,0,0,840
2023-01-11,81,271,24,26,636
2023-01-12,66,326,23,18,608
2023-01-13,62,313,41,20,766
2023-01-14,74,256,98,131,252
2023-01-23,69,250,3,8,832
2023-01-24,67,437,32,31,526
2023-01-25,73,299,45,36,585
2023-01-26,74,327,85,69,422
2023-01-27,66,378,97,53,549
2023-01-28,68,317,71,46,538
2023-01-29,65,248,68,46,602
2023-01-30,77,235,32,49,656
2023-01-31,75,232,54,25,712
2023-02-01,61,308,23,19,779
2023-02-03,63,291,5,3,756
2023-02-14,57,330,46,24,752
2023-02-15,63,232,0,0,830
2023-02-16,70,326,64,59,612
2023-02-17,82,394,24,29,536
2023-02-18,75,235,50,47,537
2023-02-20,60,355,76,62,636
2023-02-21,80,284,0,0,731
2023-02-22,68,364,24,7,648
2023-02-24,76,287,14,0,692
2023-02-25,71,360,22,87,615
2023-02-27,65,242,49,29,623
2023-02-28,74,231,8,3,717
2023-03-01,76,289,0,0,738
2023-03-02,64,267,0,0,812
2023-03-03,62,412,0,0,810
2023-03-04,66,401,36,94,626
2023-03-06,69,251,12,40,792
2023-03-07,65,309,41,16,665
2023-03-08,70,366,0,0,638
2023-03-09,80,295,138,43,539
2023-03-11,72,278,63,94,660
2023-03-12,64,208,48,100,771
2023-03-13,73,216,0,0,768
2023-03-14,54,258,17,6,894
2023-03-15,73,326,0,0,683
2023-03-16,65,334,34,14,668
2023-03-17,69,243,0,0,821
2023-03-18,70,307,24,102,450
2023-03-19,78,263,67,116,339
2023-03-20,60,270,141,63,638
2023-03-21,65,271,140,50,650
2023-03-23,81,355,180,61,424
2023-03-26,69,181,41,119,588
2023-03-27,64,249,12,1,760
2023-03-28,65,253,0,0,700
2023-03-29,58,215,5,5,982
2023-03-30,69,352,25,26,648
2023-03-31,66,255,6,6,843
2023-04-03,61,329,11,7,616
2023-04-04,76,254,8,8,683
2023-04-06,66,295,0,0,786
2023-04-07,59,285,44,24,847
2023-04-08,83,243,54,73,291
2023-04-11,74,198,39,90,734
2023-04-12,75,217,12,9,758
2023-04-13,70,177,3,6,864
2023-04-14,68,280,10,8,808
2023-04-15,62,266,49,92,611
2023-04-17,64,285,11,9,912
2023-04-18,62,280,0,0,834
2023-04-19,63,181,2,80,765
2023-04-21,69,337,48,45,615
2023-04-24,71,184,21,5,792
2023-04-25,83,241,40,66,420
2023-04-26,73,335,11,70,640
2023-04-27,72,245,21,51,698
2023-04-28,62,246,20,57,775
2023-04-29,75,253,16,55,526
2023-04-29,65,253,16,55,526
2023-05-01,72,140,22,67,494
2023-05-01,64,140,22,67,494
2023-05-02,69,129,0,0,897
2023-05-03,82,224,5,93,629
2023-05-04,68,255,0,0,804
2023-05-05,76,183,22,48,840
2023-05-06,81,258,36,188,411
2023-05-08,64,192,0,0,1030
2023-05-09,75,277,45,132,578
2023-05-10,62,119,0,0,982
2023-05-11,72,108,33,75,797
2023-05-12,70,358,28,130,577
2023-05-13,70,268,57,97,483
2023-05-15,69,351,21,17,676
2023-05-16,75,255,35,144,591
2023-05-17,71,185,0,0,969
2023-05-18,75,206,0,0,863
2023-05-19,65,187,13,94,726
2023-05-20,69,249,51,112,611
2023-05-21,62,186,87,131,647
2023-05-22,65,292,79,157,608
2023-05-23,68,327,70,70,584
2023-05-25,73,295,77,97,559
2023-05-26,70,308,23,57,629
2023-05-27,78,367,67,151,353
2023-05-29,66,240,19,113,746
2023-05-30,70,213,0,0,861
2023-05-31,76,247,5,7,769
2023-06-01,71,280,63,166,522
2023-06-02,71,192,40,90,526
2023-06-03,81,337,48,125,410
2023-06-05,64,207,29,105,735
2023-06-06,68,267,7,0,755
2023-06-07,65,276,0,0,769
2023-06-08,75,309,59,147,499
2023-06-09,65,360,58,57,552
2023-06-10,71,299,47,109,515
2023-06-11,68,266,52,115,542
2023-06-12,67,394,95,172,457
2023-06-13,55,293,12,41,826
2023-06-15,57,393,38,154,612
2023-06-16,68,314,50,34,679
2023-06-18,73,227,54,134,613
2023-06-19,76,252,16,48,731
2023-06-20,75,272,21,145,607
2023-06-21,64,206,26,13,778
2023-06-22,64,206,17,3,801
2023-06-23,74,305,17,110,586
2023-06-26,71,270,46,120,651
2023-06-27,69,260,9,13,730
2023-06-28,75,197,15,4,871
2023-06-29,76,282,24,116,573
2023-07-01,83,330,36,121,397
2023-07-03,68,254,43,122,578
2023-07-04,55,374,41,34,689
2023-07-05,65,242,6,6,857
2023-07-06,77,244,7,110,639
2023-07-07,72,248,2,8,746
2023-07-10,64,201,10,121,698
2023-07-11,76,278,0,0,793
2023-07-12,71,212,25,1,725
2023-07-13,68,233,17,111,617
2023-07-14,65,280,19,38,729
2023-07-17,78,191,47,122,686
2023-07-18,72,186,0,0,881
2023-07-19,74,242,0,0,779
2023-07-20,78,213,67,123,615
2023-07-21,64,194,26,5,921
2023-07-24,74,239,33,116,601
2023-07-25,65,267,0,0,774
2023-07-26,76,283,0,0,736
2023-07-27,72,313,23,114,566
2023-07-28,72,318,15,23,662
2023-07-29,77,331,103,128,515
2023-07-30,67,271,55,142,340
2023-07-31,75,229,9,115,617
2023-08-01,64,196,7,2,820
2023-08-02,77,196,0,0,762
2023-08-03,76,301,5,106,655
2023-08-04,73,256,0,0,771
2023-08-05,84,402,41,132,354
2023-08-06,87,190,31,117,520
2023-08-07,67,270,13,18,669
2023-08-08,72,234,26,53,674
2023-08-09,83,305,30,150,375
2023-08-10,63,384,26,47,468
2023-08-11,81,380,19,44,443
2023-08-12,75,346,59,56,603
2023-08-14,77,271,36,128,379
2023-08-15,80,171,119,78,654
2023-08-16,79,199,11,5,739
2023-08-17,78,221,29,100,628
2023-08-18,70,168,5,23,867
2023-08-19,70,269,48,90,410
2023-08-19,63,269,48,90,410
2023-08-20,79,262,85,85,320
2023-08-21,79,203,0,0,792
2023-08-22,68,246,37,61,651
2023-08-23,68,173,0,0,864
2023-08-24,71,203,24,77,647
2023-08-25,71,300,26,3,677
2023-08-27,61,231,42,78,507
2023-08-28,75,217,17,22,684
2023-08-29,70,185,2,21,880
2023-08-31,80,300,9,3,632
2023-09-01,78,122,48,67,633
2023-09-02,88,348,66,108,358
2023-09-04,74,283,69,131,572
2023-09-05,61,272,38,65,798
2023-09-06,63,261,35,51,844
2023-09-07,70,196,37,46,720
